e_id;geo_name;loc;geonamesid;time;time_norm;actor
1240;Manchester;[u'53.466666666667 -2.2333333333333'];2643123;1959;1959-01-01;Bob Smithies
1241;Hampshire;[u'51.083333333333 -1.25'];2647554;1965;1965-01-01;John Bulmer
1242;Hampshire;[u'51.083333333333 -1.25'];2647554;1965;1965-01-01;Martin Harrison
1243;The Photographers' Gallery;[u'51.5148 -0.1389'];;1965;1965-01-01;Bob Smithies
1244;Southeast Asia;[u'12 105.1'];7729896;1801;1801-01-01;John Latham
1245;Africa;[u'1 17'];6255146;1801;1801-01-01;John Latham
1246;Australia;[u'-25 135'];2077456;1801;1801-01-01;John Latham
1247;Gondwana;[];;1801;1801-01-01;John Latham
1248;Staffordshire;[u'52.833333333333 -2'];2637141;1968;1968-01-01;Clem Clempson
1249;Staffordshire;[u'52.833333333333 -2'];2637141;1968;1968-01-01;Graham Bond
1250;Staffordshire;[u'52.833333333333 -2'];2637141;1968;1968-01-01;John Hinch
1251;Staffordshire;[u'52.833333333333 -2'];2637141;1968;1968-01-01;Keith Baker
1252;Staffordshire;[u'52.833333333333 -2'];2637141;1968;1968-01-01;Johann Sebastian Bach
1253;Canada;[u'56 -109'];6251999;July 9, 1853;1853-07-09;Robert Watson
1254;Lachute;[u'45.65 -74.333333333333'];6024829;July 9, 1853;1853-07-09;Robert Watson
1255;Canada East;[];;July 9, 1853;1853-07-09;Robert Watson
1256;Manitoba;[u'55 -97'];6065171;July 9, 1853;1853-07-09;Robert Watson
1257;North Point Douglas;[u'49.9089 -97.1283'];6090438;July 9, 1853;1853-07-09;Robert Watson
1258;Atlantis;[u'35.2542 -24.2585'];;November 1939;1939-11-01;Robert Bernstein
1259;Atlantis;[u'35.2542 -24.2585'];;November 1939;1939-11-01;Gardner Fox
1260;Atlantis;[u'35.2542 -24.2585'];;November 1939;1939-11-01;Fred Guardineer
1261;Atlantis;[u'35.2542 -24.2585'];;November 1939;1939-11-01;Ramona Fradon
1262;Atlantis;[u'35.2542 -24.2585'];;November 1939;1939-11-01;Plato
1263;Atlantis;[u'35.2542 -24.2585'];;May 1959;1959-05-01;Peter David
1264;Atlantis;[u'35.2542 -24.2585'];;May 1959;1959-05-01;Esteban Maroto
1265;Oregon Country;[u'48 -122'];;May 3, 1970;1970-05-03;George Abernethy
1266;West Linn, Oregon;[u'45.365277777778 -122.64111111111'];5760009;May 3, 1970;1970-05-03;George Abernethy
1267;Oregon Route 43;[u'45.4171 -122.6635'];;May 3, 1970;1970-05-03;George Abernethy
1268;Clackamas River;[u'45.3725 -122.609'];;1845;1845-01-01;George Abernethy
1269;Tualatin River;[u'45.3381 -122.651'];;1845;1845-01-01;George Abernethy
1270;Willamette River;[u'45.6528 -122.765'];;May 3, 1970;1970-05-03;George Abernethy
1271;Oregon City;[u'45.357222222222 -122.60722222222'];5744253;May 3, 1970;1970-05-03;George Abernethy
1272;County of London;[u'51.5155 -0.0922'];;1948;1948-01-01;James Harrison
1273;County of London;[u'51.5155 -0.0922'];;1948;1948-01-01;Daniel Kawczynski
1274;Lincoln College;[u'51.75305556 -1.25555556'];;23 February 1897;1897-02-23;James Harrison
1275;Lincoln College;[u'51.75305556 -1.25555556'];;23 February 1897;1897-02-23;Gluck
1276;Nottingham East;[u'52.96 -1.13'];;23 February 1897;1897-02-23;James Harrison
1277;Hampstead;[u'51.5541 -0.1744'];2647553;23 February 1897;1897-02-23;James Harrison
1278;Guelph;[u'43.55 -80.25'];5967629;1877;1877-01-01;Winston Churchill
1279;Moson County;[u'47.88333333 17.26666667'];;4 October;1848-10-04;Count Franz Philipp von Lamberg
1280;Moson County;[u'47.88333333 17.26666667'];;1848;1848-01-01;Alfred I, Prince of Windisch-Grätz
1281;Moson County;[u'47.88333333 17.26666667'];;4 October;1848-10-04;Lajos Batthyány
1282;Moson County;[u'47.88333333 17.26666667'];;4 October;1848-10-04;Theodor Franz, Count Baillet von Latour
1283;Moson County;[u'47.88333333 17.26666667'];;1848;1848-01-01;Josip Jelačić
1284;Olomouc;[u'49.596111111111 17.260277777778'];3069011;6 October;1848-10-06;Count Franz Philipp von Lamberg
1285;Croatia;[u'45.25 15.466667'];3202326;18 October;1848-10-18;Lajos Kossuth
1286;Schwechat;[u'48.141111111111 16.478611111111'];2765388;1848;1848-01-01;Alfred I, Prince of Windisch-Grätz
1287;Hungary;[u'47 19'];719819;1848;1848-01-01;Alfred I, Prince of Windisch-Grätz
1288;Austrian Empire;[u'48.2 16.35'];;1848;1848-01-01;Alfred I, Prince of Windisch-Grätz
1289;Vienna;[u'48.20833 16.373064'];2761367;1848;1848-01-01;Alfred I, Prince of Windisch-Grätz
1290;Komárno;[u'47.766666666667 18.133333333333'];3059436;4 October;1848-10-04;Count Franz Philipp von Lamberg
1291;Hungary;[u'47 19'];719819;18 October;1848-10-18;Richard Guyon
1292;Hungary;[u'47 19'];719819;18 October;1848-10-18;Artúr Görgey
1293;Hungary;[u'47 19'];719819;18 October;1848-10-18;Prince Franz de Paula of Liechtenstein
1294;Nagorno-Karabakh Republic;[u'39.866666666667 46.716666666667'];;11 August 2002;2002-08-11;Arkadi Ghukasyan
1295;German Academic Exchange Service;[u'50.700182 7.148623'];;1972;1972-01-01;Dale Chihuly
1296;Rhode Island School of Design;[u'41.825833333333 -71.407777777778'];5224304;1972;1972-01-01;Dale Chihuly
1297;Pilchuck Glass School;[u'48.2811 -122.246'];;1972;1972-01-01;Dale Chihuly
1298;Royal Academy of Arts;[u'51.509166666667 -0.13944444444444'];6954057;1790;1790-01-01;Izaak Walton
1299;Royal Academy of Arts;[u'51.509166666667 -0.13944444444444'];6954057;1790;1790-01-01;Nicholas Harris Nicolas
1300;Godalming;[u'51.185 -0.61'];2648372;1790;1790-01-01;Izaak Walton
1301;Cyfarthfa Castle;[u'51.7564 -3.38969'];;1790;1790-01-01;Izaak Walton
1302;British Institution;[u'51.5058 -0.136944'];;1790;1790-01-01;Izaak Walton
1303;Amazon.com;[u'47.6227 -122.3362'];;1998;1998-01-01;Randall Terry
1304;Alabama;[u'32.7 -86.7'];4829764;1998;1998-01-01;Randall Terry
1305;Tennessee;[u'36 -86'];4662168;1998;1998-01-01;Randall Terry
1306;Surrey;[u'51.25 -0.41666666666667'];2636512;1998;1998-01-01;Randall Terry
1307;Khulna Division;[u'22.916666666667 89.25'];1337210;2005;2005-01-01;Shafiul Islam
1308;Khulna Division;[u'22.916666666667 89.25'];1337210;2005;2005-01-01;Hamilton Masakadza
1309;Khulna Division;[u'22.916666666667 89.25'];1337210;2005;2005-01-01;Imrul Kayes
1310;Dhaka Division;[u'24.166666666667 90.416666666667'];1337179;2005;2005-01-01;Shafiul Islam
1311;Bangladesh;[u'24.016667 89.866667'];1210997;2005;2005-01-01;Shafiul Islam
1312;Bangladesh;[u'24.016667 89.866667'];1210997;May 2010;2010-05-01;Stuart Law
1313;Bangladesh;[u'24.016667 89.866667'];1210997;May 2010;2010-05-01;Nazmul Hossain
1314;Bangladesh;[u'24.016667 89.866667'];1210997;May 2010;2010-05-01;Rubel Hossain
1315;Bangladesh;[u'24.016667 89.866667'];1210997;May 2010;2010-05-01;Shahadat Hossain
1316;Bangladesh;[u'24.016667 89.866667'];1210997;October;2011-10-01;Enamul Haque Jr
1317;Bangladesh;[u'24.016667 89.866667'];1210997;October;2011-10-01;Mohammad Rafique
1318;New Jersey;[u'40 -74.5'];5101760;1979;1979-01-01;Matthew Diamond
1319;Stockholm;[u'59.333333333333 18.066666666667'];2673730;1756;1756-01-01;Adoniram
1320;Stockholm;[u'59.333333333333 18.066666666667'];2673730;1756;1756-01-01;Jacques de Molay
1321;Stockholm;[u'59.333333333333 18.066666666667'];2673730;1756;1756-01-01;Charles XIII of Sweden
1322;Sweden;[u'61 15'];2661886;1756;1756-01-01;Charles XIII of Sweden
1323;Denmark;[u'56 10'];2623032;1756;1756-01-01;Charles XIII of Sweden
1324;Brazil;[u'-11 -53'];3469034;October 8, 1981;1981-10-08;Gilson Kleina
1325;Brazil;[u'-11 -53'];3469034;October 8, 1981;1981-10-08;Luiz Felipe Scolari
1326;S.E. Palmeiras;[u'-23.527678 -46.678322'];;October 8, 1981;1981-10-08;Gilson Kleina
1327;Italy;[u'43 12'];3175395;18 November 1950;1950-11-18;Benedict XVI
1328;Coventry;[u'52.416666666667 -1.5166666666667'];2652221;1647;1647-01-01;George Fox
1329;Coventry;[u'52.416666666667 -1.5166666666667'];2652221;1649;1649-01-01;Christopher Hill
1330;Kent;[u'51.19 0.73'];3333158;1647;1647-01-01;George Fox
1331;Barbados;[u'13.166666666667 -59.55'];3374084;1647;1647-01-01;George Fox
1332;Hebrew University of Jerusalem;[u'31.775833333333 35.2'];;1928;1928-01-01;Ariel Sharon
1333;Hebrew University of Jerusalem;[u'31.775833333333 35.2'];;1928;1928-01-01;Michael Kleiner
1334;Tel Adashim;[u'32.6552 35.301097222222'];293410;1928;1928-01-01;Ariel Sharon
1335;Moshavim Movement;[u'32.075 34.7842'];;1928;1928-01-01;Ariel Sharon
1336;Jerusalem corridor;[u'31.7833333 35.1'];;1928;1928-01-01;Ariel Sharon
1337;Histadrut;[u'32.0858 34.7844'];;1928;1928-01-01;Ariel Sharon
1338;Brooklyn;[u'40.692777777778 -73.990277777778'];5110302;1853;1853-01-01;Alfred Tredway White
1339;Brooklyn;[u'40.692777777778 -73.990277777778'];5110302;1853;1853-01-01;William Jay Gaynor
1340;Biella;[u'45.566388888889 8.0533333333333'];6539582;9 April 1856;1856-04-09;Antonio Fontanesi
1341;Biella;[u'45.566388888889 8.0533333333333'];6539582;9 April 1856;1856-04-09;Michele Lessona
1342;Biella;[u'45.566388888889 8.0533333333333'];6539582;9 April 1856;1856-04-09;Charles Darwin
1343;Turin;[u'45.066666666667 7.7'];3165524;9 April 1856;1856-04-09;Antonio Fontanesi
1344;Bologna;[u'44.493888888889 11.342777777778'];3181928;9 April 1856;1856-04-09;Antonio Fontanesi
1345;Cagliari;[u'39.216666666667 9.1166666666667'];6540125;9 April 1856;1856-04-09;Antonio Fontanesi
1346;Rapallo;[u'44.35 9.2333333333333'];6537063;9 April 1856;1856-04-09;Antonio Fontanesi
1347;University of Turin;[u'45.066666666667 7.7'];;9 April 1856;1856-04-09;Antonio Fontanesi
1348;Tucson;[u'32.221666666667 -110.92638888889'];5318313;1996;1996-01-01;Rod Hardy
1349;London;[u'51.507222222222 -0.1275'];2643743;2009;2009-01-01;Sarah Williams
1350;London;[u'51.507222222222 -0.1275'];2643743;2009;2009-01-01;John Alexander
1351;London;[u'51.507222222222 -0.1275'];2643743;2009;2009-01-01;Naomie Harris
1352;London;[u'51.507222222222 -0.1275'];2643743;2009;2009-01-01;Ruth Wilson
1353;London;[u'51.507222222222 -0.1275'];2643743;2009;2009-01-01;Paula Milne
1354;Jamaica;[u'18.1823878 -77.3217773'];3489940;2009;2009-01-01;Sarah Williams
1355;Rio de Janeiro;[u'-22.908333333333 -43.196388888889'];3451190;21 August 1982;1982-08-21;Matt Thompson
1356;Prague;[u'50.088611111111 14.421388888889'];3067695;26 September;1920-09-26;Jan Hus
1357;Prague;[u'50.088611111111 14.421388888889'];3067695;26 September;1920-09-26;Tomáš Garrigue Masaryk
1358;Prague;[u'50.088611111111 14.421388888889'];3067695;26 September;1920-09-26;Antonín Švehla
1359;Prague;[u'50.088611111111 14.421388888889'];3067695;26 September;1920-09-26;Edvard Beneš
1360;Prague;[u'50.088611111111 14.421388888889'];3067695;1923;1923-01-01;Pietro Boetto
1361;Prague;[u'50.088611111111 14.421388888889'];3067695;1923;1923-01-01;Nicola Canali
1362;Prague;[u'50.088611111111 14.421388888889'];3067695;1923;1923-01-01;Alberto di Jorio
1363;Prague;[u'50.088611111111 14.421388888889'];3067695;1923;1923-01-01;Giovanni Mercati
1364;Prague;[u'50.088611111111 14.421388888889'];3067695;1923;1923-01-01;Raffaele Rossi
1365;Prague;[u'50.088611111111 14.421388888889'];3067695;1923;1923-01-01;Carlo Salotti
1366;Prague;[u'50.088611111111 14.421388888889'];3067695;1923;1923-01-01;Francisco Franco
1367;Prague;[u'50.088611111111 14.421388888889'];3067695;1923;1923-01-01;Pius XII
1368;Prague;[u'50.088611111111 14.421388888889'];3067695;26 September;1920-09-26;Pietro Gasparri
1369;Prague;[u'50.088611111111 14.421388888889'];3067695;1923;1923-01-01;Mario Nasalli Rocca di Corneliano
1370;Prague;[u'50.088611111111 14.421388888889'];3067695;26 September;1920-09-26;Luigi Maglione
1371;Prague;[u'50.088611111111 14.421388888889'];3067695;1923;1923-01-01;Federico Tedeschini
1372;Prague;[u'50.088611111111 14.421388888889'];3067695;26 September;1920-09-26;Ferdinand of Romania
1373;Prague;[u'50.088611111111 14.421388888889'];3067695;1923;1923-01-01;Eugène Tisserant
1374;Prague;[u'50.088611111111 14.421388888889'];3067695;Jan;1928-01-01;John XXIII
1375;Prague;[u'50.088611111111 14.421388888889'];3067695;26 September;1920-09-26;Pius XI
1376;Prague;[u'50.088611111111 14.421388888889'];3067695;26 September;1920-09-26;Pius X
1377;Second Polish Republic;[u'52.216666666667 21'];;1922;1922-01-01;Jan Hus
1378;Santa Cecilia;[u'42.051944444444 -3.8030555555556'];6356587;1922;1922-01-01;Jan Hus
1379;Romania;[u'46 25'];798549;31 August 1870;1870-08-31;Pius X
1380;Romania;[u'46 25'];798549;31 August 1870;1870-08-31;Benedict XV
1381;Spain;[u'40 -3'];2510769;1923;1923-01-01;Jan Hus
1382;Francoist Spain;[u'41.3 -0.749'];;1923;1923-01-01;Jan Hus
1383;Roman Catholic Diocese of Rome;[u'41.88590556 12.50615556'];;31 August 1870;1870-08-31;Pius X
1384;Greece;[u'39 22'];390903;Jan;1928-01-01;Jan Hus
1385;Edirne;[u'41.678055555556 26.559444444444'];747712;1 September 1920;1920-09-01;Jan Hus
1386;Kingdom of Romania;[u'44.416666666667 26.1'];;1 September 1920;1920-09-01;Jan Hus
1387;Kingdom of Italy;[u'41.9 12.5'];;31 August 1870;1870-08-31;Pius X
1388;Alba Iulia;[u'46.076388888889 23.572777777778'];8299636;1 September 1920;1920-09-01;Jan Hus
1389;First Czechoslovak Republic;[u'50.0833 14.4667'];;31 August 1870;1870-08-31;Pius X
1390;Middle East;[u'29 41'];;1 September 1920;1920-09-01;Jan Hus
1391;Central Intelligence Agency;[u'38.95208356 -77.14515925'];4751791;2014;2014-01-01;Aldrich Ames
1392;Central Intelligence Agency;[u'38.95208356 -77.14515925'];4751791;2014;2014-01-01;Sandra Grimes
1393;Central Intelligence Agency;[u'38.95208356 -77.14515925'];4751791;2014;2014-01-01;Jeanne Vertefeuille
1394;Central Intelligence Agency;[u'38.95208356 -77.14515925'];4751791;2014;2014-01-01;Paul Lee
1395;Queensland;[u'-23 143'];2152274;22 May 1965;1965-05-22;Cheryl Kernot
1396;Queensland;[u'-23 143'];2152274;22 May 1965;1965-05-22;Meg Lees
1397;Queensland;[u'-23 143'];2152274;22 May 1965;1965-05-22;John Howard
1398;Kilcoy, Queensland;[u'-26.9431 152.564'];2161470;22 May 1965;1965-05-22;Cheryl Kernot
1399;Great Barrier Reef;[u'-18.286111111111 147.7'];2164628;22 May 1965;1965-05-22;Cheryl Kernot
1400;University of Queensland;[u'-27.498602777778 153.01551944444'];;22 May 1965;1965-05-22;Cheryl Kernot
1401;Townsville Bulletin;[u'-19.2627 146.816'];;22 May 1965;1965-05-22;Cheryl Kernot
1402;Antwerp;[u'51.216666666667 4.4'];2803138;1593;1593-01-01;Cornelis van der Geest
1403;Antwerp;[u'51.216666666667 4.4'];2803138;1593;1593-01-01;Isabella Clara Eugenia
1404;Antwerp;[u'51.216666666667 4.4'];2803138;1593;1593-01-01;Albert VII, Archduke of Austria
1405;Antwerp;[u'51.216666666667 4.4'];2803138;1593;1593-01-01;Władysław IV Vasa
1406;Antwerp;[u'51.216666666667 4.4'];2803138;1593;1593-01-01;Tobias Verhaecht
1407;Antwerp;[u'51.216666666667 4.4'];2803138;1593;1593-01-01;Peter Paul Rubens
1408;Antwerp;[u'51.216666666667 4.4'];2803138;1593;1593-01-01;Paracelsus
1409;Antwerp;[u'51.216666666667 4.4'];2803138;1593;1593-01-01;Quentin Matsys
1410;Balwyn High School;[u'-37.7983 145.076'];;13 August 1972;1972-08-13;Rove McManus
1411;Balwyn High School;[u'-37.7983 145.076'];;13 August 1972;1972-08-13;Ray Martin
1412;RMIT University;[u'-37.80777778 144.96333333'];;2002;2002-01-01;Rove McManus
1413;RMIT University;[u'-37.80777778 144.96333333'];;this day;1972-08-13;Eminem
1414;Adelaide;[u'-34.933333333333 138.58333333333'];2078025;2014;2014-01-01;Baz Luhrmann
1415;Adelaide;[u'-34.933333333333 138.58333333333'];2078025;2014;2014-01-01;Stevie Wonder
1416;Adelaide;[u'-34.933333333333 138.58333333333'];2078025;1998;1998-01-01;Shane Warne
1417;Adelaide;[u'-34.933333333333 138.58333333333'];2078025;1998;1998-01-01;Bob Maguire
1418;Paombong;[u'14.831111 120.789167'];1694861;16 November 2005;2005-11-16;Bob Maguire
1419;Paombong;[u'14.831111 120.789167'];1694861;16 November 2005;2005-11-16;Johnny Warren
1420;Sea World;[u'-27.9559 153.4257'];;this day;1972-08-13;Eminem
1421;Yeshivah College, Australia;[u'-37.8686 145'];;13 August 1972;1972-08-13;Rove McManus
1422;Uzbekistan;[u'41.666667 64.066667'];1512440;13 August 1972;1972-08-13;Rove McManus
1423;3RRR;[u'-37.8385 145.346'];;1998;1998-01-01;Baz Luhrmann
1424;3RRR;[u'-37.8385 145.346'];;Sunday Night;1972-08-13;Frank Meeink
1425;3RRR;[u'-37.8385 145.346'];;Sunday Night;1972-08-13;Philip Nitschke
1426;3RRR;[u'-37.8385 145.346'];;Sunday Night;1972-08-13;Joshua Oppenheimer
1427;3RRR;[u'-37.8385 145.346'];;Sunday Night;1972-08-13;Jon Ronson
1428;3RRR;[u'-37.8385 145.346'];;Sunday Night;1972-08-13;Ann Rule
1429;3RRR;[u'-37.8385 145.346'];;Sunday Night;1972-08-13;The Lizardman
1430;3RRR;[u'-37.8385 145.346'];;Sunday Night;1972-08-13;Chloé Valdary
1431;3RRR;[u'-37.8385 145.346'];;Sunday Night;1972-08-13;Manny Waks
1432;3RRR;[u'-37.8385 145.346'];;Sunday Night;1972-08-13;Lisa Williams
1433;3RRR;[u'-37.8385 145.346'];;Sunday Night;1972-08-13;Reza Aslan
1434;3RRR;[u'-37.8385 145.346'];;Sunday Night;1972-08-13;Julian Assange
1435;3RRR;[u'-37.8385 145.346'];;Sunday Night;1972-08-13;Linda Blair
1436;3RRR;[u'-37.8385 145.346'];;Sunday Night;1972-08-13;Christopher Hitchens
1437;3RRR;[u'-37.8385 145.346'];;Sunday Night;1972-08-13;Alain de Botton
1438;3RRR;[u'-37.8385 145.346'];;Sunday Night;1972-08-13;Theodore Dalrymple
1439;3RRR;[u'-37.8385 145.346'];;Sunday Night;1972-08-13;David Icke
1440;Australian Broadcasting Corporation;[u'-33.882 151.202'];;2005;2005-01-01;Bob Maguire
1441;Balwyn North;[u'-37.793611111111 145.08638888889'];7932629;13 August 1972;1972-08-13;Rove McManus
1442;Australian Broadcasting Corporation;[u'-33.882 151.202'];;1997;1997-01-01;Walt Disney
1443;Australian Broadcasting Corporation;[u'-33.882 151.202'];;1997;1997-01-01;Adolf Hitler
1444;Australian Broadcasting Corporation;[u'-33.882 151.202'];;1997;1997-01-01;Shaun Micallef
1445;Mozambique;[u'-17.6 35.183333'];1036973;2005;2005-01-01;Bob Maguire
1446;Mozambique;[u'-17.6 35.183333'];1036973;2002;2002-01-01;Bob Larson
1447;Mozambique;[u'-17.6 35.183333'];1036973;2002;2002-01-01;Andrew Denton
1448;Ōsaka;[u'34.693611111111 135.50194444444'];1853909;1997;1997-01-01;Walt Disney
1449;Côte d'Ivoire;[u'8 -6'];2287781;1997;1997-01-01;Ray Martin
1450;Disneyland;[u'33.809 -117.919'];5343229;1997;1997-01-01;Ray Martin
1451;Bøler;[u'59.883333333333 10.85'];;1996;1996-01-01;Egil Hegerberg
1452;Pithapuram;[u'17.1167 82.2667'];1259508;1933-07-11;1933-07-11;Brahmarishi Hussain Sha
1453;Philippines;[u'11.333333 123.016667'];1694008;1933;1933-01-01;Josefino Cenizal
1454;Philippines;[u'11.333333 123.016667'];1694008;1933;1933-01-01;Levi Celerio
1455;Moreton Bay;[u'-27.25 153.25'];2156910;1825;1825-01-01;Alexander Macleay
1456;Moreton Island;[u'-27.166666666667 153.4'];2156909;1825;1825-01-01;Alexander Macleay
1457;Industrial Ruins, Macleay Island;[u'-27.6321 153.362'];;1825;1825-01-01;Alexander Macleay
1458;Redland Bay, Queensland;[u'-27.6 153.31666667'];2151892;1825;1825-01-01;Alexander Macleay
1459;Southern Moreton Bay Islands;[u'-27.633333333333 153.38333333333'];;1825;1825-01-01;Alexander Macleay
1460;South East Queensland;[u'-27 152'];;1825;1825-01-01;Alexander Macleay
1461;Redland City;[u'-27.593294444444 153.26641944444'];7839387;1825;1825-01-01;Alexander Macleay
1462;North Stradbroke Island;[u'-27.583333333333 153.46666666667'];2154857;1825;1825-01-01;Alexander Macleay
1463;Russell Island;[u'-27.66666667 153.38333333'];2150808;1825;1825-01-01;Alexander Macleay
1464;Bushehr;[u'28.983333333333 50.816666666667'];139817;1822;1822-01-01;Báb
1465;Jahrom;[u'28.95 53.95'];130531;1822;1822-01-01;Báb
1466;Karbala;[u'32.616666666667 44.033333333333'];94824;1822;1822-01-01;Báb
1467;Isfahan;[u'32.633333333333 51.483333333333'];418863;August 25, 1842;1842-08-25;Báb
1468;Acre;[u'32.926111111111 35.083888888889'];295721;1882;1882-01-01;Mullá Husayn
1469;Acre;[u'32.926111111111 35.083888888889'];295721;1882;1882-01-01;Bahá'u'lláh
1470;Acre;[u'32.926111111111 35.083888888889'];295721;1882;1882-01-01;Munirih Khánum
1471;Yazd;[u'31.897222222222 54.367777777778'];111822;1882;1882-01-01;Mullá Husayn
1472;Shiraz;[u'29.6 52.516666666667'];115019;1882;1882-01-01;Mullá Husayn
1473;C.A. Vélez Sarsfield;[u'-34.6356 -58.3647'];;12 February 2009;2009-02-12;Luigi Riva
1474;C.A. Vélez Sarsfield;[u'-34.6356 -58.3647'];;20 August 1984;1984-08-20;Gabriel Batistuta
1475;C.A. Vélez Sarsfield;[u'-34.6356 -58.3647'];;June 2007;2007-06-01;Alessandro Matri
1476;C.A. Vélez Sarsfield;[u'-34.6356 -58.3647'];;June 2007;2007-06-01;Robert Acquafresca
1477;C.A. Vélez Sarsfield;[u'-34.6356 -58.3647'];;June 2007;2007-06-01;Ânderson Miguel da Silva
1478;C.A. Vélez Sarsfield;[u'-34.6356 -58.3647'];;2011;2011-01-01;Esteban Paredes
1479;Livonia Governorate;[u'56.9475 24.106944444444'];;18 July 1790;1790-07-18;Otto von Bismarck
1480;Livonia Governorate;[u'56.9475 24.106944444444'];;18 July 1790;1790-07-18;Leonhard Graf von Blumenthal
1481;Kingdom of Prussia;[u'53 14'];;18 July 1790;1790-07-18;Otto von Bismarck
1482;Gać, Gmina Słupsk;[u'54.45833333 16.85472222'];3099610;18 July 1790;1790-07-18;Otto von Bismarck
1483;Redęcin;[u'54.456388888889 16.8825'];;18 July 1790;1790-07-18;Otto von Bismarck
1484;Berlin;[u'52.516666666667 13.383333333333'];2950157;18 July 1790;1790-07-18;Otto von Bismarck
1485;Province of Pomerania;[u'53.43333333 14.53333333'];;18 July 1790;1790-07-18;Otto von Bismarck
1486;House of Commons;[u'51.499888888889 -0.12466666666667'];;15 February 1876;1876-02-15;Thomas McGovern
1487;West Java Province;[u'-6.75 107.5'];1642672;Jan;1629-01-01;Jan Pieterszoon Coen
1488;West Java Province;[u'-6.75 107.5'];1642672;Jan;1629-01-01;Sultan Agung of Mataram
1489;Java;[u'-7.4916666666667 110.00444444444'];;1628;1628-01-01;Sultan Agung of Mataram
1490;Ambon Island;[u'-3.6380555555556 128.11722222222'];1651529;1628;1628-01-01;Sultan Agung of Mataram
1491;Ambon Island;[u'-3.6380555555556 128.11722222222'];1651529;1628;1628-01-01;Willem Ysbrandtsz. Bontekoe
1492;Jepara;[u'-6.5333333333333 110.66666666667'];1642548;1628;1628-01-01;Sultan Agung of Mataram
1493;Surabaya;[u'-7.2333333333333 112.73333333333'];1625822;1628;1628-01-01;Sultan Agung of Mataram
1494;Batavia;[u'-6.134836 106.813222'];;1628;1628-01-01;Sultan Agung of Mataram
1495;Maluku Isgokulands;[u'-2 128'];1636629;1628;1628-01-01;Sultan Agung of Mataram
1496;Bali;[u'-8.3691666666667 115.13833333333'];1650535;1628;1628-01-01;Sultan Agung of Mataram
1497;Macau;[u'22.166666666667 113.55'];1821274;1628;1628-01-01;Willem Ysbrandtsz. Bontekoe
1498;Banda Islands;[u'-4.5833333333333 129.91666666667'];1650397;Jan;1629-01-01;Willem Ysbrandtsz. Bontekoe
1499;Banten Province;[u'-6.5 106.25'];1923045;1613;1613-01-01;Willem Ysbrandtsz. Bontekoe
1500;Jakarta Bay;[u'-6 106.85944444'];;August 28 1628;1628-08-28;Sultan Agung of Mataram
1501;Ciliwung River;[u'-6.117449 106.828433'];;August 28 1628;1628-08-28;Sultan Agung of Mataram
1502;Cirebon;[u'-6.7166666666667 108.56666666667'];1646170;The next days;1628-12-03;Jan Pieterszoon Coen
1503;Karawang;[u'-6.3125 107.295'];1641134;The next days;1628-12-03;Jan Pieterszoon Coen
1504;Indramayu;[u'-6.3333333333333 108.31666666667'];6404422;The next days;1628-12-03;Jan Pieterszoon Coen
1505;Bekasi;[u'-6.2333333333333 107'];1649378;The next days;1628-12-03;Jan Pieterszoon Coen
1506;Blitar;[u'-8.1 112.15'];1648580;May 1629;1629-05-01;Jan Pieterszoon Coen
1507;Gelgel, Indonesia;[u'-8.5641666666667 115.41194444444'];;May 1629;1629-05-01;Jan Pieterszoon Coen
1508;Italy;[u'43 12'];3175395;1906;1906-01-01;Alfredo Binda
1509;Italy;[u'43 12'];3175395;1906;1906-01-01;Learco Guerra
1510;Italy;[u'43 12'];3175395;1906;1906-01-01;Fausto Coppi
1511;Italy;[u'43 12'];3175395;1906;1906-01-01;Paolo Bettini
1512;Italy;[u'43 12'];3175395;1906;1906-01-01;Salvatore Commesso
1513;Italy;[u'43 12'];3175395;1906;1906-01-01;Massimo Podenzana
1514;Italy;[u'43 12'];3175395;1906;1906-01-01;Gianni Bugno
1515;Italy;[u'43 12'];3175395;1906;1906-01-01;Costante Girardengo
1516;Italy;[u'43 12'];3175395;1906;1906-01-01;Giovanni Visconti
1517;Italy;[u'43 12'];3175395;1906;1906-01-01;Giovanni Cuniolo
1518;Italy;[u'43 12'];3175395;1906;1906-01-01;Vincenzo Nibali
1519;Canaan;[u'32.766667 35.333333'];;1458;1458-01-01;Solomon
1520;Phoenicia;[u'34.116667 35.65'];;1458;1458-01-01;Solomon
1521;Phoenicia;[u'34.116667 35.65'];;1458;1458-01-01;Johann Weyer
1522;United Kingdom;[u'54 -2'];2635167;1941;1941-01-01;Derek Roy
1523;United Kingdom;[u'54 -2'];2635167;1941;1941-01-01;Frankie Howerd
1524;United Kingdom;[u'54 -2'];2635167;1941;1941-01-01;Tony Hancock
1525;United Kingdom;[u'54 -2'];2635167;1941;1941-01-01;Peter Sellers
1526;United Kingdom;[u'54 -2'];2635167;1941;1941-01-01;Miriam Karlin
1527;United Kingdom;[u'54 -2'];2635167;1941;1941-01-01;Arthur English
1528;United Kingdom;[u'54 -2'];2635167;1941;1941-01-01;Bill Kerr
1529;United Kingdom;[u'54 -2'];2635167;1941;1941-01-01;Max Wall
1530;United Kingdom;[u'54 -2'];2635167;1941;1941-01-01;Eric Sykes
1531;University of Oxford;[u'51.7611 -1.2534'];;29 August 1912;1912-08-29;Matthew Arnold
